2021 11 01 274.41 341.97 395.8 121.48 243.91 187.06
2021 12 01 303.0 149.39 293.33 116.73 343.18 87.78
2022 01 01 227.32 359.86 429.93 239.59 530.76 253.32
2022 02 01 345.43 544.23 264.99 265.85 474.16 266.46
2022 03 01 175.48 87.44 417.14 215.14 133.92 247.97
2022 04 01 52.88 174.01 168.48 86.05 122.69 287.88
